Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2015-01-02,40.152488708496094,40.71922603467389,39.96357845020635,40.06662070706024,27913900
2015-01-05,39.78325271606445,40.12672798912434,39.71455569605995,39.8175979504125,39673900
2015-01-06,39.199337005615234,40.143898001265825,39.1048802509194,39.82618250646028,36447900
2015-01-07,39.69737243652344,39.89487141075647,39.06194152388731,39.4826992111849,29114100
2015-01-08,40.86520004272461,41.00259079183865,40.11813804914539,40.14389779096245,29645200
2015-01-09,40.52171325683594,41.062690654093515,40.272694826932884,40.88236594689205,23944200
2015-01-12,40.01509475708008,40.82226831923473,39.80901025976904,40.71922279492519,23651900
2015-01-13,39.80900573730469,41.139979156385785,39.551398507104096,40.332808961582955,35270600
2015-01-14,39.46552658081055,39.70596283050806,39.173570851334254,39.46552658081055,29719600
2015-01-15,39.05335235595703,39.826177269431504,38.99324411553717,39.6887865376642,32750800
2015-01-16,39.70596694946289,39.740312180993726,38.78716239836673,38.907382173513454,35695300
2015-01-20,39.83476638793945,40.05802839469467,39.130638413995285,39.75748388954784,36161900
2015-01-21,39.431190490722656,39.620104044460625,39.053366658901346,39.44836474794016,39081100
2015-01-22,40.47021484375,40.478800335185504,39.56858756289763,39.826194889476184,35898000
2015-01-23,40.51313400268555,40.693458737629406,40.186829761605935,40.6676989971099,26211600
2015-01-26,40.367156982421875,40.47020250215294,39.70596624691058,40.35857149360456,42525500
2015-01-27,36.6318473815918,37.09554244006043,36.159566833442284,36.880869165842086,169164000
2015-01-28,35.36955642700195,36.743466918006376,35.34379669035574,36.70053293171162,84507100
2015-01-29,36.07369613647461,36.16815290274911,35.02609276894521,35.14630928032938,63585300
2015-01-30,34.691192626953125,35.70445045716619,34.64825536371182,35.67868744409075,78004900
2015-02-02,35.44684600830078,35.52412850936293,34.5452190130116,34.8543490172602,50352500
2015-02-03,35.72163772583008,36.00500806934414,35.249357095628085,35.74740075065713,52082400
2015-02-04,35.92770004272461,36.24541540105169,35.51552797027673,36.013567996114915,41614800
2015-02-05,36.45151138305664,36.61466184194413,35.94488248101811,36.25401242472341,36548200
2015-02-06,36.41717529296875,36.74347959758695,36.19391652180113,36.649022829751075,34616600
2015-02-09,36.374237060546875,36.700541327207034,36.24543179654436,36.27119481473722,31381100
2015-02-10,36.5803337097168,36.72631327581319,36.21968409169339,36.70055352471296,29670700
2015-02-11,36.39140701293945,36.62325449534903,36.245427512613325,36.62325449534903,38262500
2015-02-12,37.00107955932617,37.00107955932617,36.50303607314808,36.631841326650324,33268800
2015-02-13,37.67085266113281,37.67085266113281,37.05259606531759,37.25009501855817,40264900
2015-02-17,37.68814468383789,38.05136063365638,37.35086848890971,38.02541757980195,33695700
2015-02-18,37.644927978515625,37.7919464166019,37.52385591124835,37.731410382968264,27111700
2015-02-19,37.61896896362305,37.64491202448088,37.229806555930494,37.34223198458946,27603400
2015-02-20,37.9303092956543,37.94760577395967,37.43737121033178,37.62762587375909,29721100
2015-02-23,38.18110275268555,38.215692409850284,37.74870069795056,37.79194024363089,32518800
2015-02-24,38.12919998168945,38.310807989403635,37.98218161904126,38.181089397735526,25271700
2015-02-25,38.04273223876953,38.12921132561022,37.878417355220236,38.008139284446976,29759800
2015-02-26,38.103267669677734,38.250282774824896,37.95624926556493,38.04273165003295,28957300
2015-02-27,37.92164993286133,38.22433327913563,37.75733837845991,38.163797269673786,33807700
2015-03-02,37.947593688964844,38.21568076990693,37.662206836260836,37.76598237407826,31924000
2015-03-03,37.4287109375,37.9043557115205,37.264399387634285,37.67085826762816,31748600
2015-03-04,37.23845672607422,37.368175330317285,37.08279176181051,37.195213892361494,25748700
2015-03-05,37.28168869018555,37.39411409687181,37.03089482102557,37.24709574982602,23193500
2015-03-06,36.63309860229492,37.281701613528284,36.451490550901305,37.186572644046244,36248800
2015-03-09,37.05684280395508,37.29899011970369,36.486072407989816,36.486072407989816,32108000
2015-03-10,36.347713470458984,36.93578049330479,36.347713470458984,36.62445050486105,39159700
2015-03-11,36.304473876953125,36.64174693097672,36.18340183694113,36.58986079895197,32215300
2015-03-12,35.47425079345703,36.019078088461015,35.33588232318224,35.74234114791143,59992500
2015-03-13,35.78559112548828,35.863423618929744,35.11969163692588,35.19752413036734,58007700
2015-03-16,35.94125747680664,36.01044008528903,35.69911009970418,35.86342498041043,35273500
2015-03-17,36.06232833862305,36.17475378507315,35.58668678682487,35.77694142816482,31673400
2015-03-18,36.75416946411133,37.039556363453706,35.74235038236742,35.82882946152034,44194800
2015-03-19,36.57256317138672,36.832003720245545,36.512027153285175,36.54661680722494,33879100
2015-03-20,37.082794189453125,37.16927326460989,36.74552117779037,36.80605719019316,71904500
2015-03-23,37.06550598144531,37.29900349520445,36.996320066716976,37.0828024601274,26246100
2015-03-24,37.100093841552734,37.33358802426565,36.97037191874286,36.99631498371862,25513300
2015-03-25,35.85477828979492,37.126041411307575,35.837481811390525,37.11739152262241,43469900
2015-03-26,35.638572692871094,35.984495618714256,35.38777873658308,35.64722258044821,37495600
2015-03-27,35.43101501464844,35.828823996417256,35.30994300271574,35.56073361359137,34401400
2015-03-30,35.422359466552734,35.923947206057015,35.37911994048342,35.543431459132556,35049700
2015-03-31,35.16292953491211,35.482906082346474,35.05915398149441,35.26670508832981,34887200
2015-04-01,35.214813232421875,35.24940287862389,34.86024379187387,35.11103439692137,36865300
2015-04-02,34.84295654296875,35.232119031703256,34.69593813657318,35.16293312305459,37487500
2015-04-06,35.93260955810547,36.13151410447065,34.74782886933645,34.886197392849866,39223700
2015-04-07,35.91530227661133,36.24392865821376,35.725047675864516,35.98448816703914,28809400
2015-04-08,35.82017135620117,36.05366877510252,35.49154829164192,35.854764299512034,24753400
2015-04-09,35.87207794189453,35.99315000247093,35.67317337109528,35.67317337109528,25723900
2015-04-10,36.079620361328125,36.27852486574717,35.811529960259776,36.001787877080226,28022000
2015-04-13,36.11420822143555,36.37365202205134,35.794231712698355,35.80288159883353,30276700
2015-04-14,36.01908874511719,36.347711897393864,35.79423785254311,36.14880736871097,24244400
2015-04-15,36.54662322998047,36.71958472593804,36.045038520566266,36.11422113956961,27343600
2015-04-16,36.46013641357422,36.61580139708813,36.16610292237743,36.27852836579647,22509700
2015-04-17,35.99313735961914,36.096916202774025,35.59532835775395,36.036376894784475,42387600
2015-04-20,37.10872268676758,37.33357017330008,36.045014644819126,36.088254165425695,46057700
2015-04-21,36.875244140625,37.3162960532642,36.78011516735123,37.18657412626076,26013800
2015-04-22,37.17791748046875,37.29898948680628,36.79740169030538,36.901177224456866,25064300
2015-04-23,37.4805908203125,37.71408820478662,37.01359605136426,37.091428512855636,46309500
2015-04-24,41.398155212402344,41.631652624295434,39.47829310177784,39.48693968786371,130933700
2015-04-27,41.536521911621094,41.62300426361538,40.83603300477167,40.844679590488894,59248200
2015-04-28,42.513763427734375,42.55700296684254,41.25115041157004,41.32033301435002,60730800
2015-04-29,42.427284240722656,42.64348523467443,41.94299282664316,42.13325075698964,47804600
2015-04-30,42.06407165527344,42.84239667890579,42.02947869889736,42.11596108983756,64725500
