Date,Open,High,Low,Close,Volume,Ticker
2015-01-02,40.06660928744217,40.719214429053025,39.96356705995695,40.1524772644043,27913900,MSFT
2015-01-05,39.81758649644092,40.12671644622809,39.714544271729615,39.783241271972656,39673900,MSFT
2015-01-06,39.82618250646028,40.143898001265825,39.1048802509194,39.199337005615234,36447900,MSFT
2015-01-07,39.48271059338998,39.89488291178394,39.061952784794954,39.697383880615234,29114100,MSFT
2015-01-08,40.1438902962326,41.002583136793724,40.1181305592248,40.86519241333008,29645200,MSFT
2015-01-09,40.88236979554101,41.06269451971817,40.27269861818766,40.5217170715332,23944200,MSFT
2015-01-12,40.719226676748,40.822272210881025,39.80901405481997,40.015098571777344,23651900,MSFT
2015-01-13,40.332805096692255,41.13997521414801,39.55139471709204,39.80900192260742,35270600,MSFT
2015-01-14,39.46552276611328,39.70595899257047,39.173567064857124,39.46552276611328,29719600,MSFT
2015-01-15,39.68878266089828,39.826173379245375,38.99324030671123,39.053348541259766,32750800,MSFT
2015-01-16,38.90737469756483,39.74030454499986,38.78715494551802,39.70595932006836,35695300,MSFT
2015-01-20,39.75749150414076,40.05803606684968,39.13064590853099,39.834774017333984,36161900,MSFT
2015-01-21,39.44834948250514,39.620088712567195,39.053351546319746,39.431175231933594,39081100,MSFT
2015-01-22,39.82617611951446,40.47878125765286,39.56856891434544,40.47019577026367,35898000,MSFT
2015-01-23,40.667706655611966,40.693466400982516,40.18683732955117,40.51314163208008,26211600,MSFT
2015-01-26,40.35858293526237,40.470213975458144,39.705977503554756,40.36716842651367,42525500,MSFT
2015-01-27,36.88086532521266,37.09553857707577,36.15956306792647,36.63184356689453,169164000,MSFT
2015-01-28,36.70054876469759,36.7434827695145,35.343811938031784,35.369571685791016,84507100,MSFT
2015-01-29,35.14631299695796,36.16815672743492,35.02609647286121,36.073699951171875,63585300,MSFT
2015-01-30,35.67868744409075,35.70445045716619,34.64825536371182,34.691192626953125,78004900,MSFT
2015-02-02,34.854345266325915,35.52412468634872,34.54521529534508,35.446842193603516,50352500,MSFT
2015-02-03,35.74738929831166,36.00499653446938,35.24934580284018,35.72162628173828,52082400,MSFT
2015-02-04,36.01357946755833,36.24542694634572,35.51553928307887,35.927711486816406,41614800,MSFT
2015-02-05,36.25401242472341,36.61466184194413,35.94488248101811,36.45151138305664,36548200,MSFT
2015-02-06,36.64901131280123,36.74346805095408,36.193905147868364,36.41716384887695,34616600,MSFT
2015-02-09,36.27118720695552,36.700533629371094,36.245424194166375,36.374229431152344,31381100,MSFT
2015-02-10,36.70054204301061,36.72630178605195,36.21967276043018,36.580322265625,29670700,MSFT
2015-02-11,36.62325449534903,36.62325449534903,36.245427512613325,36.39140701293945,38262500,MSFT
2015-02-12,36.63184510328026,37.00108337402344,36.503039836498594,37.00108337402344,33268800,MSFT
2015-02-13,37.25010256273759,37.670860290527344,37.052603569497975,37.670860290527344,40264900,MSFT
2015-02-17,38.02543682397776,38.051379890961634,37.35088739170488,37.68816375732422,33695700,MSFT
2015-02-18,37.73139126566405,37.79192726862601,37.52383689910538,37.6449089050293,27111700,MSFT
2015-02-19,37.34224334449491,37.64492347646483,37.229817881634936,37.618980407714844,27603400,MSFT
2015-02-20,37.62761073673498,37.9475905082125,37.43735614984424,37.930294036865234,29721100,MSFT
2015-02-23,37.79192514036768,38.215677137237726,37.748685611967716,38.181087493896484,32518800,MSFT
2015-02-24,38.181097037512785,38.3108156551367,37.98218921901842,38.129207611083984,25271700,MSFT
2015-02-25,38.00813166198999,38.129203678872486,37.87840975877873,38.042724609375,29759800,MSFT
2015-02-26,38.04272784139623,38.250278945409256,37.95624546558636,38.10326385498047,28957300,MSFT
2015-02-27,38.163797269673786,38.22433327913563,37.75733837845991,37.92164993286133,33807700,MSFT
2015-03-02,37.76599376340041,38.215692294847415,37.66221819428675,37.94760513305664,31924000,MSFT
2015-03-03,37.670873625134895,37.90437116421854,37.264414579437464,37.42872619628906,31748600,MSFT
2015-03-04,37.19521008209401,37.36817150233168,37.08278796305952,37.23845291137695,25748700,MSFT
2015-03-05,37.24711099445676,37.39412940167476,37.030909977168776,37.28170394897461,23193500,MSFT
2015-03-06,37.186553282386654,37.281682202338594,36.4514715719715,36.633079528808594,36248800,MSFT
2015-03-09,36.48606489610753,37.298982440455006,36.48606489610753,37.05683517456055,32108000,MSFT
2015-03-10,36.62443897363849,36.93576886405986,36.34770202636719,36.34770202636719,39159700,MSFT
2015-03-11,36.58986079895197,36.64174693097672,36.18340183694113,36.304473876953125,32215300,MSFT
2015-03-12,35.74235267848992,36.01908970831561,35.33589372263599,35.47426223754883,59992500,MSFT
2015-03-13,35.197527882377436,35.863427441923854,35.11969538063913,35.78559494018555,58007700,MSFT
2015-03-16,35.863417367537714,36.01043244120883,35.69910252171124,35.94124984741211,35273500,MSFT
2015-03-17,35.77693385914713,36.17474613189375,35.58667925805771,36.062320709228516,31673400,MSFT
2015-03-18,35.828825742863664,37.03955251913627,35.74234667268637,36.75416564941406,44194800,MSFT
2015-03-19,36.54662061921587,36.83200756200373,36.51203096166824,36.572566986083984,33879100,MSFT
2015-03-20,36.80606476265197,37.169280911796584,36.74552873779453,37.082801818847656,71904500,MSFT
