Date,Open,High,Low,Close,Volume,Ticker
2015-01-02,24.7786766820896,24.789799848077692,23.87997951870223,24.320430755615234,212818400,AAPL
2015-01-05,24.089087920333668,24.169169980365208,23.44843313723857,23.635290145874023,257142000,AAPL
2015-01-06,23.699795956528767,23.89777609314269,23.27491613036746,23.637510299682617,263188400,AAPL
2015-01-07,23.846617463674438,24.069067259780194,23.735392565621556,23.968965530395508,160423600,AAPL
2015-01-08,24.298186668971617,24.94773952442875,24.18028687717126,24.889902114868164,237458000,AAPL
2015-01-09,25.063417158305384,25.192438442414282,24.51619088453962,24.916601181030273,214798000,AAPL
2015-01-12,25.04784348193922,25.054516703419324,24.202535383704063,24.302637100219727,198603200,AAPL
2015-01-13,24.78757370102578,25.092330444797703,24.227001123216635,24.518409729003906,268367600,AAPL
2015-01-14,24.255917899587278,24.578469317744926,24.135794846003666,24.42498016357422,195826400,AAPL
2015-01-15,24.46947335107907,24.482819793453064,23.72649197487256,23.762083053588867,240056000,AAPL
2015-01-16,23.808793902588967,23.931141930753473,23.401710496685297,23.57744598388672,314053200,AAPL
2015-01-20,23.988979392447472,24.240348687400143,23.690897552432435,24.184736251831055,199599600,AAPL
2015-01-21,24.23589261543956,24.7052615887612,24.08462676104458,24.36936378479004,194303600,AAPL
2015-01-22,24.52731264395913,25.018926442594392,24.40718956191167,25.003355026245117,215185600,AAPL
2015-01-23,24.981106014205256,25.30365745231713,24.80981876719715,25.13237190246582,185859200,AAPL
2015-01-26,25.30143294436429,25.439352394096968,25.09233134289731,25.15906524658203,222460000,AAPL
2015-01-27,25.007796803528418,25.021144940628666,24.253692397895794,24.278162002563477,382274800,AAPL
2015-01-28,26.1667658481308,26.27576745744223,25.65068244934082,25.65068244934082,585908400,AAPL
2015-01-29,25.87535333445469,26.51378469048546,25.706291059166713,26.44927406311035,337745600,AAPL
2015-01-30,26.338049188914013,26.693968428529715,25.99325141784945,26.062211990356445,334982000,AAPL
2015-02-02,26.260193995235177,26.50933663217492,25.821967710701898,26.38921356201172,250956400,AAPL
2015-02-03,26.360295604150622,26.491540143156218,26.16231546070213,26.39366340637207,207662800,AAPL
2015-02-04,26.360292245507747,26.807416665129097,26.31802625493535,26.596088409423828,280598800,AAPL
2015-02-05,26.803784106725747,26.850684413148844,26.631822563975213,26.785919189453125,168984800,AAPL
2015-02-06,26.80378437331176,26.8551504836002,26.453160023509593,26.56035804748535,174826400,AAPL
2015-02-09,26.475500508204682,26.76359175260287,26.44870056981302,26.736793518066406,155559200,AAPL
2015-02-10,26.837294155302885,27.279483830997215,26.835062104674773,27.250450134277344,248034000,AAPL
2015-02-11,27.417934863356745,27.89808965202265,27.357637147503237,27.889156341552734,294247200,AAPL
2015-02-12,28.152684433347616,28.46981100726813,28.043254356409005,28.242015838623047,297898000,AAPL
2015-02-13,28.425146574014246,28.425146574014246,28.061123072379967,28.380481719970703,217088800,AAPL
2015-02-17,28.47204705336743,28.782474113637615,28.344750336735732,28.5479793548584,252609600,AAPL
2015-02-18,28.503314165872993,28.760141365502836,28.4631151111148,28.746742248535156,179566800,AAPL
2015-02-19,28.69314097966731,28.815971892090445,28.659643188874703,28.68644142150879,149449600,AAPL
2015-02-20,28.72439954429865,28.920928955078125,28.597104563377798,28.920928955078125,195793600,AAPL
2015-02-23,29.037065874168317,29.70258140563965,28.956667773152923,29.70258140563965,283896400,AAPL
2015-02-24,29.689186650972914,29.836583759103156,29.293895645609243,29.517223358154297,276912400,AAPL
2015-02-25,29.380983859972854,29.38991887391649,28.61943578747261,28.762365341186523,298846800,AAPL
2015-02-26,28.762370963301535,29.226892955598142,28.275518247199624,29.12639617919922,365150000,AAPL
2015-02-27,29.032601910852616,29.15990033954733,28.639546373296806,28.688678741455078,248059200,AAPL
2015-03-02,28.865098017539392,29.09512521848601,28.65293743705681,28.829364776611328,192386800,AAPL
2015-03-03,28.80033970757226,28.925402665724054,28.60604230471284,28.88966941833496,151265200,AAPL
2015-03-04,28.831603604573328,28.934332424614354,28.657408294321318,28.7065372467041,126665200,AAPL
2015-03-05,28.71547083130668,28.753436124448754,28.085686900463237,28.230850219726562,226068400,AAPL
2015-03-06,28.675271793047767,28.89189990804343,28.19735241394222,28.273283004760742,291368400,AAPL
2015-03-09,28.577007552268586,28.9365669298524,27.929356988814586,28.393878936767578,354114000,AAPL
2015-03-10,28.230850996391403,28.411745860101902,27.647965653485496,27.806528091430664,275426400,AAPL
2015-03-11,27.86013266652274,27.86459847116174,27.27054763056968,27.299579620361328,275756000,AAPL
2015-03-12,27.315207870580377,27.893627445138293,27.163344980721053,27.793128967285156,193450800,AAPL
2015-03-13,27.781961245231113,28.005288905234814,27.375504972178575,27.601064682006836,207309200,AAPL
2015-03-16,27.66583412848828,27.904794692993164,27.440274384249296,27.904794692993164,143497200,AAPL
2015-03-17,28.11695239857852,28.434077263061518,28.061120484246096,28.371545791625977,204092400,AAPL
2015-03-18,28.36261645709141,28.845005082401027,28.22192062663696,28.690908432006836,261083600,AAPL
2015-03-19,28.75344285777971,28.86510671353808,28.45195078800316,28.47428321838379,183238000,AAPL
2015-03-20,28.64177838821013,28.675276181135587,27.951696592262806,28.116958618164062,274780400,AAPL
2015-03-23,28.38941670651046,28.552444966857443,28.25541872876409,28.409515380859375,150838800,AAPL
