Date,Open,High,Low,Close,Volume,Ticker,Daily Return,5-Day Moving Avg,10-Day Volatility
2015-01-15,24.496379965846995,24.50974108395914,23.752581607869665,23.78821182250977,240056000,AAPL,-0.0271401922930814,24.411754608154297,0.4757722369418449
2015-01-16,23.834971038745863,23.957453585315836,23.427440055455996,23.603368759155273,314053200,AAPL,-0.007770363940495351,24.143629837036134,0.5176779778989442
2015-01-20,24.015360187035284,24.267005913995643,23.716950545004867,24.211332321166992,199599600,AAPL,0.025757491153710843,24.120023727416992,0.48334637119981555
2015-01-21,24.26254598644652,24.732431147291503,24.111113777752077,24.396163940429688,194303600,AAPL,0.007634095340598224,24.09018325805664,0.43890076373753173
2015-01-22,24.554277991079733,25.046432270318064,24.43402284561988,25.03084373474121,215185600,AAPL,0.026015557030247827,24.205984115600586,0.47493112380068686
2015-01-23,25.008571464728337,25.33147753167688,24.837095896138095,25.160003662109375,185859200,AAPL,0.005160030909741042,24.48034248352051,0.5081138618687372
2015-01-26,25.329261344927605,25.467332488744212,25.11992975794412,25.186737060546875,222460000,AAPL,0.0010625355543074644,24.797016143798828,0.5393819470337143
2015-01-27,25.035302189583984,25.04866500793212,24.2803683653118,24.30486488342285,382274800,AAPL,-0.035013355441956384,24.81572265625,0.5401483929189356
2015-01-28,26.19553532123924,26.304656774129587,25.678884506225582,25.678884506225582,585908400,AAPL,0.05653269949835771,25.07226676940918,0.663149006703648
2015-01-29,25.903807377160213,26.54294078942319,25.734559191166447,26.47835922241211,337745600,AAPL,0.031133545384056882,25.36176986694336,0.8900436185747684
2015-01-30,26.367010411699074,26.72332101881197,26.02183350226355,26.090869903564453,334982000,AAPL,-0.014634189210624204,25.547943115234375,0.9016193276151583
2015-02-02,26.289070523396077,26.53848712534815,25.85036235157558,26.418231964111328,250956400,AAPL,0.012546996775379737,25.794242095947265,0.8501695393704123
2015-02-03,26.389277320160577,26.520666155421967,26.191079508276975,26.42268180847168,207662800,AAPL,0.00016843838627789154,26.217805480957033,0.8239900060581001
2015-02-04,26.389274556938663,26.83689057578271,26.346962096240286,26.625329971313477,280598800,AAPL,0.007669477470558128,26.40709457397461,0.7878868619299209
2015-02-05,26.83325702823042,26.88020890532146,26.66110639990036,26.815372467041016,168984800,AAPL,0.007137657859350277,26.47449722290039,0.8112473331968802
2015-02-06,26.833259287893966,26.884681883180647,26.482249372284485,26.58956527709961,174826400,AAPL,-0.008420811242467297,26.57423629760742,0.788443976113572
2015-02-09,26.50460928390472,26.7930172733409,26.477779880030617,26.766189575195312,155559200,AAPL,0.006642616991102912,26.643827819824217,0.7511473728920672
2015-02-10,26.866789270809072,27.309464928267612,26.864554767080033,27.28039932250977,248034000,AAPL,0.019211167352374492,26.815371322631837,0.42883150056988845
2015-02-11,27.448083069083964,27.92876582622823,27.38771905108365,27.919822692871097,294247200,AAPL,0.023438930009859638,27.07426986694336,0.5185670819452413
2015-02-12,28.18363594935128,28.50111117734957,28.07408556321851,28.2730655670166,297898000,AAPL,0.012652045753703822,27.365808486938477,0.6974154385587871
2015-02-13,28.456399906471493,28.456399906471493,28.09197616248528,28.411685943603516,217088800,AAPL,0.004902912853872898,27.730232620239256,0.7728616864558581
2015-02-17,28.50334519120033,28.814113491034405,28.37590854257936,28.579360961914062,252609600,AAPL,0.005901621559641912,28.092866897583008,0.8437165938181203
2015-02-18,28.53464562922572,28.791755138903664,28.49440238679154,28.77834129333496,179566800,AAPL,0.006962378609027153,28.392455291748046,0.8784838971581528
2015-02-19,28.724686354836855,28.8476523081472,28.691151736414305,28.717979431152344,149449600,AAPL,-0.002097475374530977,28.552086639404298,0.8686647112554563
2015-02-20,28.755986560261935,28.95273208618164,28.628551598396022,28.95273208618164,195793600,AAPL,0.008174414066702829,28.688019943237304,0.8587679393276897
2015-02-23,29.068988042084644,29.7352352142334,28.988501554670577,29.7352352142334,283896400,AAPL,0.02702691841732019,28.952729797363283,0.8498500582652421
2015-02-24,29.72183117627389,29.869390353802743,29.32610553161284,29.54967880249023,276912400,AAPL,-0.006240287336094386,29.146793365478516,0.7229278864021673
2015-02-25,29.41329565667243,29.422240496915805,28.650910070132056,28.79399681091309,298846800,AAPL,-0.02557327261078246,29.14992446899414,0.5488152861496315
2015-02-26,28.793998869255304,29.25903166290082,28.306610796317273,29.158424377441406,365150000,AAPL,0.012656373094762419,29.238013458251952,0.46933700510769344
