Date,Open,High,Low,Close,Volume,Ticker,Daily Return,5-Day Moving Avg,10-Day Volatility
2015-01-15,24.46947335107907,24.482819793453064,23.72649197487256,23.762083053588867,240056000,AAPL,-0.027140128898608173,24.384942245483398,0.4752499259165599
2015-01-16,23.808793902588967,23.931141930753473,23.401710496685297,23.57744598388672,314053200,AAPL,-0.0077702392204315185,24.117111206054688,0.5171097623730055
2015-01-20,23.988979392447472,24.240348687400143,23.690897552432435,24.184736251831055,199599600,AAPL,0.02575725413004326,24.09353103637695,0.4828167204332002
2015-01-21,24.23589261543956,24.7052615887612,24.08462676104458,24.36936378479004,194303600,AAPL,0.0076340519506392646,24.06372184753418,0.43842024262531926
2015-01-22,24.52731264395913,25.018926442594392,24.40718956191167,25.003355026245117,215185600,AAPL,0.02601591272771664,24.17939682006836,0.4744116679340071
2015-01-23,24.981106014205256,25.30365745231713,24.80981876719715,25.13237190246582,185859200,AAPL,0.005159982573749833,24.45345458984375,0.5075574937000861
2015-01-26,25.30143294436429,25.439352394096968,25.09233134289731,25.15906524658203,222460000,AAPL,0.001062110023670071,24.769778442382812,0.5387893855591291
2015-01-27,25.007796803528414,25.021144940628663,24.253692397895794,24.278162002563477,382274800,AAPL,-0.03501335345271739,24.788463592529297,0.539555136805279
2015-01-28,26.1667658481308,26.27576745744223,25.65068244934082,25.65068244934082,585908400,AAPL,0.05653312827521395,25.044727325439453,0.6624214002176197
2015-01-29,25.87535333445469,26.51378469048546,25.706291059166713,26.44927406311035,337745600,AAPL,0.03113334763496911,25.3339111328125,0.889066353105803
2015-01-30,26.338049188914013,26.693968428529715,25.99325141784945,26.062211990356445,334982000,AAPL,-0.014634128401041946,25.519879150390626,0.9006295277666532
2015-02-02,26.260193995235177,26.50933663217492,25.821967710701895,26.38921356201172,250956400,AAPL,0.01254696154632895,25.765908813476564,0.849237039411998
2015-02-03,26.360295604150625,26.491540143156215,26.16231546070213,26.39366340637207,207662800,AAPL,0.0001686236063798141,26.18900909423828,0.823086643876387
2015-02-04,26.360292245507747,26.807416665129097,26.31802625493535,26.596088409423828,280598800,AAPL,0.007669454593517644,26.37809028625488,0.7870230850620047
2015-02-05,26.803784106725747,26.850684413148844,26.631822563975213,26.785919189453125,168984800,AAPL,0.007137545082081864,26.445419311523438,0.8103584212390614
2015-02-06,26.80378437331176,26.8551504836002,26.453160023509593,26.56035804748535,174826400,AAPL,-0.00842088488255377,26.54504852294922,0.7875805559283389
2015-02-09,26.47550050820468,26.76359175260287,26.44870056981302,26.736793518066406,155559200,AAPL,0.006642812204022963,26.614564514160158,0.7503244292194899
2015-02-10,26.837294155302885,27.279483830997215,26.835062104674773,27.250450134277344,248034000,AAPL,0.019211601266391654,26.78592185974121,0.4283630548299208
2015-02-11,27.417934863356745,27.89808965202265,27.357637147503237,27.889156341552734,294247200,AAPL,0.023438372728822765,27.044535446166993,0.5179992565970214
2015-02-12,28.152684433347616,28.46981100726813,28.043254356409005,28.242015838623047,297898000,AAPL,0.012652211230376187,27.335754776000975,0.6966510378286521
2015-02-13,28.42514657401425,28.42514657401425,28.061123072379967,28.380481719970703,217088800,AAPL,0.004902832791358058,27.699779510498047,0.7720137793628133
2015-02-17,28.47204705336743,28.782474113637615,28.344750336735732,28.5479793548584,252609600,AAPL,0.005901860177723206,28.062016677856445,0.8427912705474939
2015-02-18,28.503314165872993,28.760141365502836,28.4631151111148,28.746742248535156,179566800,AAPL,0.00696241549029053,28.361275100708006,0.8775212348023621
2015-02-19,28.69314097966731,28.815971892090445,28.659643188874703,28.68644142150879,149449600,AAPL,-0.002097657762574423,28.520732116699218,0.867712673879331
2015-02-20,28.72439954429865,28.920928955078125,28.5971045633778,28.920928955078125,195793600,AAPL,0.008174159008566217,28.656514739990236,0.8578252097435233
